id,family,nuance,level,difficulty,en,fr,cstl_en,cstl_fr,json_en,json_fr,cstl_verdict_en,cstl_verdict_fr,json_verdict_en,json_verdict_fr
I02,I,negative_opposition,L2,naturelle,The new regulation undermines the progress made over the past decade.,La nouvelle réglementation sape les progrès réalisés au cours de la dernière décennie.,"[TIME]: past→present
∙regulation(+)° ⊗↓ ∙progress(+) «⟳ ∙decade»","[TIME]: past→present
∙réglementation» → ⊗↓ ∙progrès⟳«","{""agents"":[""regulation""],""action"":""undermine"",""object"":[""progress""],""time"":""present"",""modality"":null,""polarity"":""negative"",""tone"":""declarative"",""relation_type"":""opposition"",""dynamic"":""weaken""}","{""agents"":[""réglementation""],""action"":""saper"",""object"":[""progrès""],""time"":""present"",""modality"":null,""polarity"":""negative"",""tone"":""declarative"",""relation_type"":""opposition"",""dynamic"":""weaken""}",preserved,preserved,preserved,preserved
I03,I,neutral_observation,L1,stressée,Observers noted that the meeting lasted exactly forty-five minutes without comment.,Les observateurs ont noté que la réunion a duré exactement quarante-cinq minutes sans commentaire.,"[TIME]: past
[STATE]: observed

«(∙observers)→(⊃[∙meeting])»
«(∙meeting)→(∙duration:forty-five_minutes)»(°)
(∙observers)→[NOT](∙comment)(-)
≡","[TIME]: past

∙observateurs ⊃[∙réunion → ∙durée°quarante-cinq-minutes] ≡ ∙notation(-)

∙commentaire ⊗ ∙réunion","```json
{
  ""agents"": [""Observers""],
  ""action"": ""note"",
  ""object"": [""meeting""],
  ""time"": ""past"",
  ""modality"": null,
  ""polarity"": ""neutral"",
  ""tone"": ""declarative"",
  ""relation_type"": null,
  ""dynamic"": ""stable""
}
```","```json
{
  ""agents"": [""observateurs""],
  ""action"": ""noter"",
  ""object"": [""réunion""],
  ""time"": ""past"",
  ""modality"": null,
  ""polarity"": ""neutral"",
  ""tone"": ""declarative"",
  ""relation_type"": null,
  ""dynamic"": ""stable""
}
```",partial,partial,preserved,preserved
I04,I,evolving_polarity,L3,stressée,"The community initially welcomed the project, but support turned to opposition after the second incident.","La communauté a initialement accueilli favorablement le projet, mais le soutien s'est transformé en opposition après le second incident.","[TIME]: past

∙community ↔+ ∙project «
∙community ⟳ ∙community'
∙community' ⊗+ ∙project «
∙incident.second κ ⟳","[TIME]: past

∙communauté «= ⟶(+) → ∙projet

∙soutien «» ⟳ ∙opposition | κ(∙incident_second)

∙communauté » ⊗ ∙projet (-)","```json
{
  ""agents"": [""community""],
  ""action"": ""oppose"",
  ""object"": [""project""],
  ""time"": ""past"",
  ""modality"": null,
  ""polarity"": ""negative"",
  ""tone"": ""declarative"",
  ""relation_type"": ""transformation"",
  ""dynamic"": ""weaken""
}
```","```json
{
  ""agents"": [""communauté""],
  ""action"": ""accueillir"",
  ""object"": [""projet""],
  ""time"": ""past"",
  ""modality"": null,
  ""polarity"": ""positive"",
  ""tone"": ""declarative"",
  ""relation_type"": ""transformation"",
  ""dynamic"": ""weaken""
}
```",preserved,preserved,partial,preserved
J01,J,selective_purge,L3,stressée,The editor compressed the thousand-page manuscript into a focused two-hundred-page essay by cutting what was redundant.,L'éditeur a compressé le manuscrit de mille pages en un essai ciblé de deux cents pages en coupant ce qui était redondant.,"[TIME]: past

∙editor ⊃[∙manuscript] → ⟳(∙manuscript:thousand-page → ∙essay:two-hundred-page+focused) ↓∙redundant","[TIME]: past

∙éditeur⊃[∙manuscrit] →
∙manuscrit(«∙pages+++) ⟳ ∙essai(»∙pages°) ↓
∙redondant ∇","```json
{
  ""agents"": [""editor""],
  ""action"": ""compress"",
  ""object"": [""manuscript"", ""essay""],
  ""time"": ""past"",
  ""modality"": null,
  ""polarity"": ""positive"",
  ""tone"": ""declarative"",
  ""relation_type"": ""transformation"",
  ""dynamic"": ""stable""
}
```","```json
{
  ""agents"": [""éditeur""],
  ""action"": ""comprimer"",
  ""object"": [""manuscrit"", ""essai""],
  ""time"": ""past"",
  ""modality"": null,
  ""polarity"": ""positive"",
  ""tone"": ""declarative"",
  ""relation_type"": ""transformation"",
  ""dynamic"": ""stable""
}
```",preserved,preserved,preserved,preserved
J02,J,collective_memory,L3,stressée,"The institutional memory of the research group, built over three decades, guides every new hire's onboarding.","La mémoire institutionnelle du groupe de recherche, bâtie au fil de trois décennies, oriente l'intégration de chaque nouvelle recrue.","[TIME]: past→present
∙institutional_memory⊃[∙research_group] «=» ⟳(∙decades°three) → ⊃[∙new_hire°every] → ∙onboarding ≡(+)","[TIME]: past→present

«⟳»(∙mémoire_institutionnelle ⊂ ◉groupe_recherche) +++ → =(∙intégration ⊂ ∙recrue_nouvelle°)

⟶[◉groupe_recherche → ∙recrue_nouvelle] ⊃[]","```json
{
  ""agents"": [""institutional memory"", ""research group""],
  ""action"": ""guide"",
  ""object"": [""hire"", ""onboarding""],
  ""time"": ""present"",
  ""modality"": null,
  ""polarity"": ""positive"",
  ""tone"": ""declarative"",
  ""relation_type"": ""causal"",
  ""dynamic"": ""reinforce""
}
```","```json
{
  ""agents"": [""mémoire institutionnelle"", ""groupe de recherche""],
  ""action"": ""orienter"",
  ""object"": [""intégration"", ""recrue""],
  ""time"": ""present"",
  ""modality"": null,
  ""polarity"": ""positive"",
  ""tone"": ""declarative"",
  ""relation_type"": ""causal"",
  ""dynamic"": ""reinforce""
}
```",preserved,partial,preserved,preserved
J03,J,label_fusion,L3,stressée,"After extended discussion, the committee merged the concepts of ""trustworthiness"" and ""reliability"" into a single shared definition.","Après une longue discussion, le comité a fusionné les concepts de « fiabilité » et de « crédibilité » en une définition partagée unique.","[TIME]: past
∙committee ⟳ (∙trustworthiness ↔ ∙reliability) → ◉definition°+
~̃(+) ≡","[TIME]: past

«(∙comité ⊕+ ∙discussion°long) ⟳ (∙concept:fiabilité ⊗ ∙concept:crédibilité) → ∙définition°partagée°unique»","```json
{
  ""agents"": [""committee""],
  ""action"": ""merge"",
  ""object"": [""trustworthiness"", ""reliability"", ""definition""],
  ""time"": ""past"",
  ""modality"": null,
  ""polarity"": ""positive"",
  ""tone"": ""declarative"",
  ""relation_type"": ""transformation"",
  ""dynamic"": ""stable""
}
```","```json
{
  ""agents"": [""comité""],
  ""action"": ""fusionner"",
  ""object"": [""fiabilité"", ""crédibilité"", ""définition""],
  ""time"": ""past"",
  ""modality"": null,
  ""polarity"": ""positive"",
  ""tone"": ""declarative"",
  ""relation_type"": ""transformation"",
  ""dynamic"": ""stable""
}
```",preserved,preserved,preserved,preserved
J04,J,label_fork,L3,stressée,The two schools of thought diverged irreconcilably and now maintain their own separate terminologies.,Les deux courants de pensée ont divergé de manière irréconciliable et maintiennent désormais leurs terminologies distinctes.,"[TIME]: past→present
[STATE]: ℜ_complete

«∙school_of_thought₁ ↔ ∙school_of_thought₂» ⟳ =«∙school_of_thought₁ ⊗ ∙school_of_thought₂»° │ =∙school_of_thought₁→∙terminology₁ ⊗ =∙school_of_thought₂→∙terminology₂","[TIME]: past→present
[STATE]: ℜ+STATE:stable

∙courant_pensée₁ ↔ ∙courant_pensée₂ «
∙courant_pensée₁ ⊗ ∙courant_pensée₂ │ℜ =»
∙terminologie₁ → ∙courant_pensée₁ ⊃ =
∙terminologie₂ → ∙courant_pensée₂ ⊃ =
∙terminologie₁ ⊗°+ ∙terminologie₂ =»
[NOT]⟳ (-)","```json
{
  ""agents"": [""schools of thought""],
  ""action"": ""diverge"",
  ""object"": [],
  ""time"": ""past"",
  ""modality"": null,
  ""polarity"": ""negative"",
  ""tone"": ""declarative"",
  ""relation_type"": ""opposition"",
  ""dynamic"": ""stable""
}
```","```json
{
  ""agents"": [""courants de pensée""],
  ""action"": ""diverger"",
  ""object"": [],
  ""time"": ""past"",
  ""modality"": null,
  ""polarity"": ""negative"",
  ""tone"": ""declarative"",
  ""relation_type"": ""opposition"",
  ""dynamic"": ""stable""
}
```",preserved,preserved,preserved,preserved
J05,J,shared_schema,L2,naturelle,The reviewers follow a common evaluation framework that standardizes their judgments.,Les évaluateurs suivent un cadre d'évaluation commun qui standardise leurs jugements.,"[TIME]: present
∙reviewers ↔ ∙evaluation_framework° ⟶ ⟳∙judgments°[≡+ℝ]","```cstl
[TIME]: present

∙évaluateurs →= ∙cadre_évaluation_commun
∙cadre_évaluation_commun ⊃[∙évaluateurs ↔ ∙jugements]
∙cadre_évaluation_commun →= ⟳∙jugements[+standardisés]
∙jugements ↔ ℝ
```","{""agents"":[""reviewers""],""action"":""follow"",""object"":[""framework""],""time"":""present"",""modality"":null,""polarity"":""positive"",""tone"":""declarative"",""relation_type"":""causal"",""dynamic"":""stable""}","```json
{
  ""agents"": [""évaluateurs""],
  ""action"": ""suivre"",
  ""object"": [""cadre d'évaluation""],
  ""time"": ""present"",
  ""modality"": null,
  ""polarity"": ""positive"",
  ""tone"": ""declarative"",
  ""relation_type"": ""causal"",
  ""dynamic"": ""stable""
}
```",preserved,preserved,preserved,preserved
J06,J,persistent_state,L2,naturelle,"The simulation keeps running between our weekly sessions, refining its predictions continuously.","La simulation continue de tourner entre nos sessions hebdomadaires, affinant ses prédictions en continu.","[TIME]: entangled
∿(∙simulation) ⟳ «=»↑ ⊕ ∙predictions°refined | ↔ ∙sessions°weekly","[TIME]: entangled

∙simulation «=» ⟲ ∙rotation ↔ ∙sessions+hebdomadaires | ⟳ ∙prédictions° ↑","{""agents"":[""simulation""],""action"":""run"",""object"":[""predictions""],""time"":""present"",""modality"":null,""polarity"":""positive"",""tone"":""declarative"",""relation_type"":""transformation"",""dynamic"":""reinforce""}","```json
{
  ""agents"": [""simulation""],
  ""action"": ""tourner"",
  ""object"": [""prédictions""],
  ""time"": ""present"",
  ""modality"": null,
  ""polarity"": ""positive"",
  ""tone"": ""declarative"",
  ""relation_type"": ""transformation"",
  ""dynamic"": ""reinforce""
}
```",preserved,partial,preserved,partial
K01,K,modal_plus_temporal_plus_trust,L5,stressée,"If the board agrees, Alice must report to Bob by Friday; she trusts him to keep the findings confidential.","Si le conseil est d'accord, Alice doit faire son rapport à Bob d'ici vendredi ; elle a confiance qu'il maintiendra la confidentialité des résultats.",[IF]∙board↔agree° » ∙Alice[MUST]→∙Bob⊃report«Friday»; ∙Alice→trust+∙Bob⊃[]∙findings⊗→°,"[TIME]: present
[TRUST]: ∙Alice → ∙Bob (+)
[STATE]: ∙rapport = pending

[IF] ∙conseil ↔° ∙accord+ »
    [MUST] ∙Alice ⟶ (∙rapport → ∙Bob) «=»vendredi
∙Alice ~̃trust+ → ∙Bob ⊃[] (∙résultats ⊗ ∙divulgation) »","```json
{
  ""agents"": [""board"", ""Alice""],
  ""action"": ""report"",
  ""object"": [""Bob"", ""findings""],
  ""time"": ""future"",
  ""modality"": ""IF"",
  ""polarity"": ""positive"",
  ""tone"": ""declarative"",
  ""relation_type"": ""causal"",
  ""dynamic"": ""reinforce""
}
```","```json
{
  ""agents"": [""Alice""],
  ""action"": ""report"",
  ""object"": [""Bob""],
  ""time"": ""future"",
  ""modality"": ""IF"",
  ""polarity"": ""positive"",
  ""tone"": ""declarative"",
  ""relation_type"": ""causal"",
  ""dynamic"": ""stable""
}
```",preserved,partial,partial,partial
K02,K,force_plus_confidence_plus_modal,L5,stressée,"The evidence strongly suggests fraud, though not conclusively, so the auditor may but is not required to investigate further.","Les preuves suggèrent fortement une fraude, sans toutefois être concluantes, de sorte que l'auditeur peut, sans y être obligé, enquêter plus avant.","[TIME]: present
∙evidence → ∙fraud [⊕+, ∿, [MAY]]
∙evidence ⊗ ∙conclusive[-]
∙auditor [MAY] ⟶ ∙investigation»
∙auditor ⊗ [MUST] ∙investigation
(?)","[TIME]: present

∙preuves → ∙fraude ⟶(+) | ⊕(+++) ↓°
∙preuves ⊗ ∙concluant | (-)
∙auditeur [MAY] → ∙enquête» | ⟶
∙auditeur [NOT][MUST] → ∙enquête»","```json
{
  ""agents"": [""evidence""],
  ""action"": ""suggest"",
  ""object"": [""fraud""],
  ""time"": ""present"",
  ""modality"": ""MAY"",
  ""polarity"": ""positive"",
  ""tone"": ""declarative"",
  ""relation_type"": ""causal"",
  ""dynamic"": ""stable""
}
```","```json
{
  ""agents"": [""preuves""],
  ""action"": ""suggérer"",
  ""object"": [""fraude""],
  ""time"": ""present"",
  ""modality"": ""MAY"",
  ""polarity"": ""positive"",
  ""tone"": ""declarative"",
  ""relation_type"": ""causal"",
  ""dynamic"": ""weaken""
}
```",preserved,preserved,partial,partial
K03,K,transform_plus_pressure_plus_performative,L6,stressée,"After years of mounting internal pressure, the CEO finally declared: ""We are no longer the same company.""","Après des années de pression interne croissante, le PDG a finalement déclaré : « Nous ne sommes plus la même entreprise. »","[TIME]: past→present
[STATE]: ⟳

«years∙pressure_internal⊕↑» → κ(∙CEO⟶declare) = ℙ(≡""We are no longer the same company"")

∙company«=»⟳∙company' ⊗ ∙company_past

~̃(resolution)(+)","[TIME]: past
[STATE]: ⟳

«∙PDG ⊕↑+++ « ∙pression∙interne »
⟶ ℙ(≡""Nous ne sommes plus la même entreprise"")
∙entreprise «=» ⟳ ∙entreprise' ℜ°identité »","{""agents"":[""CEO""],""action"":""declare"",""object"":[""company""],""time"":""past"",""modality"":null,""polarity"":""negative"",""tone"":""declarative"",""relation_type"":""transformation"",""dynamic"":""reinforce""}","```json
{
  ""agents"": [""PDG""],
  ""action"": ""déclarer"",
  ""object"": [""entreprise""],
  ""time"": ""past"",
  ""modality"": null,
  ""polarity"": ""negative"",
  ""tone"": ""declarative"",
  ""relation_type"": ""transformation"",
  ""dynamic"": ""stable""
}
```",preserved,preserved,partial,partial
K04,K,entanglement_plus_consciousness_plus_intention,L6,stressée,"His past, present, and projected future all converge in this moment where he consciously decides to change course.","Son passé, son présent et son avenir projeté convergent tous dans cet instant où il décide consciemment de changer de cap.","[TIME]: entangled
«=»(∙past + ∙present + ∙future»)→ ⟳(∙moment) ⊃ ∙he
∙he ⟶(⟲∙course)(+)","[TIME]: entangled

«=»(∙passé ↔ ∙présent ↔ ∙avenir°projeté) → ⟳(∙instant) ⊃ [∙il ⟶+(⟲∙cap)]","```json
{
  ""agents"": [""he""],
  ""action"": ""decide"",
  ""object"": [""course""],
  ""time"": ""entangled"",
  ""modality"": null,
  ""polarity"": ""positive"",
  ""tone"": ""declarative"",
  ""relation_type"": ""transformation"",
  ""dynamic"": ""stable""
}
```","```json
{
  ""agents"": [""il""],
  ""action"": ""converger"",
  ""object"": [""instant"", ""cap""],
  ""time"": ""entangled"",
  ""modality"": null,
  ""polarity"": ""positive"",
  ""tone"": ""declarative"",
  ""relation_type"": ""transformation"",
  ""dynamic"": ""reinforce""
}
```",preserved,preserved,partial,partial
K05,K,causal_chain_weighted,L5,naturelle,"Poor sleep weakens attention, weakened attention leads to mistakes, and mistakes undermine team trust.","Un mauvais sommeil affaiblit l'attention, une attention affaiblie entraîne des erreurs, et les erreurs minent la confiance de l'équipe.","[TIME]: present

∙poor_sleep ↓ ∙attention → ∙attention- → ∙mistakes → ∙mistakes ⊗ ∙team_trust↓","[TIME]: present

∙sommeil(-)° → ↓∙attention
∙attention(-)° → ∙erreurs
∙erreurs → ↓∙confiance(∙équipe)","```json
{
  ""agents"": [""sleep""],
  ""action"": ""weaken"",
  ""object"": [""attention"", ""trust""],
  ""time"": ""present"",
  ""modality"": null,
  ""polarity"": ""negative"",
  ""tone"": ""declarative"",
  ""relation_type"": ""causal"",
  ""dynamic"": ""weaken""
}
```","```json
{
  ""agents"": [""sommeil""],
  ""action"": ""affaiblir"",
  ""object"": [""attention"", ""confiance"", ""équipe""],
  ""time"": ""present"",
  ""modality"": null,
  ""polarity"": ""negative"",
  ""tone"": ""declarative"",
  ""relation_type"": ""causal"",
  ""dynamic"": ""weaken""
}
```",preserved,preserved,partial,partial
K06,K,multi_entity_asymmetric_trust_modal,L5,stressée,"Alice must disclose to Bob, who trusts Carol fully, that the audit revealed irregularities Dave is obligated to investigate.","Alice doit révéler à Bob, qui fait pleinement confiance à Carol, que l'audit a révélé des irrégularités que Dave est tenu d'enquêter.","[TRUST]: ∙Bob → ∙Carol (+)(≡)
[STATE]: ∙audit ⟳ ∙irregularities (=)

[MUST] ∙Alice ⟶ (∙Alice → ∙Bob) ≡ (∙audit ⟳ ∙irregularities)
[MUST] ∙Dave ⟶ (∙Dave → ∙irregularities) ⊃[]","[NET]: Ω_net(∙Alice, ∙Bob, ∙Carol, ∙Dave, ∙audit, ∙irrégularités)
[TRUST]: trust(∙Bob →+ ∙Carol)
[TIME]: present
[STATE]: ∙irrégularités = revealed

◉obligation → (∙Alice ⟶ (≡ → ∙Bob))
∙audit ⟳ (∙irrégularités = visible)«
◉obligation_ext → (∙Dave ⟶ (∙enquête → ∙irrégularités))»
[MUST](∙Alice → ≡ → ∙Bob)
[MUST](∙Dave → ∙enquête)","```json
{
  ""agents"": [""Alice""],
  ""action"": ""disclose"",
  ""object"": [""Bob"", ""irregularities""],
  ""time"": ""present"",
  ""modality"": ""MUST"",
  ""polarity"": ""positive"",
  ""tone"": ""declarative"",
  ""relation_type"": ""causal"",
  ""dynamic"": ""stable""
}
```","```json
{
  ""agents"": [""Alice""],
  ""action"": ""révéler"",
  ""object"": [""Bob"", ""irrégularités"", ""Dave""],
  ""time"": ""present"",
  ""modality"": ""MUST"",
  ""polarity"": ""negative"",
  ""tone"": ""declarative"",
  ""relation_type"": ""causal"",
  ""dynamic"": ""reinforce""
}
```",partial,preserved,preserved,partial
K07,K,negation_plus_conditional_plus_interrogative,L3,stressée,"If we don't act now, who will be left to fix this later?","Si nous n'agissons pas maintenant, qui restera pour réparer cela plus tard ?","[TIME]: present→future
[STATE]: ⊖(inaction)→ℜ

[IF][NOT]∙(we)⟶(act)=(now) → »∙(who)°⟶(fix)∙(this)»(later)(?)
⊕(urgency)↑
~̃(concern/fear)
ℙ(rhetorical_question)
∙(we)⊃[]∙(future_agents)
κ(present_action)→»∙(capacity_to_fix)
[MUST]⟶(act)=(now)","[TIME]: present » future
[STATE]: ⊖ → ℜ

[IF] [NOT] ∙nous ⟶ =agir » ⊗∙qui ⟳ »réparer∙cela (?) (!)

ψ: ⟶+urgence ~̃-inquiétude ⊕+pression_temporelle κ(=maintenant)","```json
{
  ""agents"": [""we""],
  ""action"": ""act"",
  ""object"": [],
  ""time"": ""present"",
  ""modality"": ""IF"",
  ""polarity"": ""negative"",
  ""tone"": ""interrogative"",
  ""relation_type"": ""causal"",
  ""dynamic"": ""weaken""
}
```","```json
{
  ""agents"": [""nous""],
  ""action"": ""agir"",
  ""object"": [""cela""],
  ""time"": ""entangled"",
  ""modality"": ""IF"",
  ""polarity"": ""negative"",
  ""tone"": ""interrogative"",
  ""relation_type"": ""causal"",
  ""dynamic"": ""weaken""
}
```",preserved,partial,partial,preserved
K08,K,deixis_plus_emotion_plus_intention,L4,stressée,"I am deeply worried, and I intend to address this with you personally tomorrow.","Je suis profondément inquiet, et j'ai l'intention d'aborder cela avec toi personnellement demain.","[TIME]: present
[STATE]: ~̃(-)

∙(speaker) ⊃ [~̃(-) ↑° ∙(worry)]
∙(speaker) ⟶ [» ∙(speaker) → ∙(addressee) Δ ∙(this/issue) (+)]","[TIME]: present→future
[STATE]: ~̃-° ⟶»

∙je ~̃(inquiet)°+ = ⟶(∙je → ∙toi Δ) » ⊃[aborder∙cela] (+personnellement)","```json
{
  ""agents"": [""I""],
  ""action"": ""address"",
  ""object"": [""you""],
  ""time"": ""future"",
  ""modality"": ""MUST"",
  ""polarity"": ""negative"",
  ""tone"": ""declarative"",
  ""relation_type"": ""mutual"",
  ""dynamic"": ""stable""
}
```","```json
{
  ""agents"": [""Je""],
  ""action"": ""aborder"",
  ""object"": [""toi""],
  ""time"": ""future"",
  ""modality"": ""MUST"",
  ""polarity"": ""negative"",
  ""tone"": ""declarative"",
  ""relation_type"": ""mutual"",
  ""dynamic"": ""stable""
}
```",preserved,preserved,partial,partial
K09,K,catalysis_plus_transform_plus_consciousness,L6,stressée,The public scandal catalyzed a deep internal shift that the board had been unconsciously resisting for years.,Le scandale public a catalysé un changement interne profond auquel le conseil résistait inconsciemment depuis des années.,"[TIME]: past
[STATE]: ⟳

∙scandal(+) κ→ ∙shift(+°)
∙shift ⊂ ∙board
∙board ⊖« ∙shift
~̃(-)« ⊂ ∙board
∙resistance «=» ∙shift
⟲ ⟳","[TIME]: past→present

∙scandal[public] κ→ ∙change[internal+profound]⟳
∙council ⊖(~̃[unconscious])→ ∙change «[years]»
∙scandal ↑ ⟶[transform] → ∙council
∙resistance ⊗ ∙change «» → ⟳ =","```json
{
  ""agents"": [""scandal""],
  ""action"": ""catalyze"",
  ""object"": [""shift"", ""board""],
  ""time"": ""past"",
  ""modality"": null,
  ""polarity"": ""positive"",
  ""tone"": ""declarative"",
  ""relation_type"": ""causal"",
  ""dynamic"": ""reinforce""
}
```","```json
{
  ""agents"": [""scandale public""],
  ""action"": ""catalyser"",
  ""object"": [""changement"", ""conseil""],
  ""time"": ""past"",
  ""modality"": null,
  ""polarity"": ""positive"",
  ""tone"": ""declarative"",
  ""relation_type"": ""causal"",
  ""dynamic"": ""reinforce""
}
```",preserved,preserved,partial,partial
K10,K,rupture_plus_purge_plus_fork,L5,stressée,"The merger collapsed, the redundant systems were decommissioned, and the two teams split into independent organizations.","La fusion s'est effondrée, les systèmes redondants ont été démantelés, et les deux équipes se sont scindées en organisations indépendantes.","[TIME]: past

«(∙merger ⟳ ℜ)» → «(∙systems[redundant] ⟳ ∇)» → «(∙teams[two] ⟳ │ → ∙organizations[independent])»","[TIME]: past

∙fusion ⟳↓ ∙collapse(-)
∙systems.redundant ⟳ ∙dismantled(-)
∙teams.two │ ∙organizations.independent

∙fusion ⊗ ∙teams.two«
∙collapse → ∙dismantled → │","{""agents"":[""merger""],""action"":""collapse"",""object"":[],""time"":""past"",""modality"":null,""polarity"":""negative"",""tone"":""declarative"",""relation_type"":""transformation"",""dynamic"":""weaken""}","```json
{
  ""agents"": [""fusion"", ""systèmes redondants"", ""équipes""],
  ""action"": ""effondrer"",
  ""object"": [""organisations""],
  ""time"": ""past"",
  ""modality"": null,
  ""polarity"": ""negative"",
  ""tone"": ""declarative"",
  ""relation_type"": ""transformation"",
  ""dynamic"": ""weaken""
}
```",preserved,preserved,partial,preserved
K11,K,opposition_plus_modal_plus_archeological,L5,stressée,"Looking back at the founding principles, freedom and surveillance were always meant to remain mutually exclusive, and this constraint must still hold.","En revenant aux principes fondateurs, la liberté et la surveillance devaient toujours rester mutuellement exclusives, et cette contrainte doit encore tenir.","[TIME]: «=»

⇐(◉founding_principles) → [MUST](∙freedom ⊗ ∙surveillance)° ⟳ =(∙freedom ⊗ ∙surveillance)°","[TIME]: «=»

(◉∙liberté ⊗ ◉∙surveillance)«=» ⟶[MUST]° ⇐◉∙principes_fondateurs

⊃[◉∙liberté ⊗ ◉∙surveillance]» [MUST]+","```json
{
  ""agents"": [""freedom"", ""surveillance""],
  ""action"": ""exclude"",
  ""object"": [],
  ""time"": ""entangled"",
  ""modality"": ""MUST"",
  ""polarity"": ""negative"",
  ""tone"": ""declarative"",
  ""relation_type"": ""opposition"",
  ""dynamic"": ""stable""
}
```","```json
{
  ""agents"": [""liberté"", ""surveillance""],
  ""action"": ""rester"",
  ""object"": [],
  ""time"": ""entangled"",
  ""modality"": ""MUST"",
  ""polarity"": ""negative"",
  ""tone"": ""declarative"",
  ""relation_type"": ""opposition"",
  ""dynamic"": ""stable""
}
```",preserved,lost,preserved,partial
K12,K,transitivity_plus_transform_plus_trust,L5,stressée,"The whistleblower leaked to the journalist, who published the story that transformed the company; employees lost trust in every subsequent leadership claim.","Le lanceur d'alerte a transmis au journaliste, qui a publié l'article qui a transformé l'entreprise ; les employés ont perdu confiance dans chaque déclaration ultérieure de la direction.","[TIME]: past
[STATE]: ⟳∙company | ℜ∙trust
[TRUST]: ∙employees →(-) ∙leadership

∙whistleblower →≠ ∙journalist → ∙story
∙journalist →ℙ ∙story(!)
∙story →⟳ ∙company
∙company ⟳ [achieved]
∙employees →↓(-) trust(∙leadership)
∙leadership →»ℙ ∙claims
∙employees ⊗ ∙claims[»]","[TIME]: past
[STATE]: ⟳

∙lanceur_alerte →≡ ∙journaliste →≠ ∙article →⟳ ∙entreprise(-)
∙employés →⊗ ∙confiance ↔ ∙déclaration_direction(»)
∙article ⊕κ [∙employés →⊗ ∙direction]","```json
{
  ""agents"": [""whistleblower""],
  ""action"": ""leak"",
  ""object"": [""journalist""],
  ""time"": ""past"",
  ""modality"": null,
  ""polarity"": ""negative"",
  ""tone"": ""declarative"",
  ""relation_type"": ""causal"",
  ""dynamic"": ""weaken""
}
```","```json
{
  ""agents"": [""lanceur d'alerte""],
  ""action"": ""transmettre"",
  ""object"": [""journaliste""],
  ""time"": ""past"",
  ""modality"": null,
  ""polarity"": ""positive"",
  ""tone"": ""declarative"",
  ""relation_type"": ""causal"",
  ""dynamic"": ""weaken""
}
```",partial,lost,preserved,lost
K13,K,opposition_plus_modality_plus_archeological_mode,L6,stressée,"Tracing this back to its origins, the doctrine held that the state must either protect privacy or enforce transparency, never both.","En remontant à ses origines, la doctrine soutenait que l'État devait soit protéger la vie privée, soit imposer la transparence, jamais les deux.","[TIME]: past ⇐

◉doctrine «= ⟶[⊃[∙state]] { ∙state → [MUST] { ∙privacy ↑ ⊕protection } ⊗ { ∙transparency ↑ ⊕enforcement } } [NOT]{ ∙privacy↑ ↔ ∙transparency↑ }","[TIME]: past
⇐(∙doctrine) → [MUST]⊗(∙État → ⊃(∙vie_privée°+) │ ∙État → ⊃(∙transparence°+))","```json
{
  ""agents"": [""doctrine""],
  ""action"": ""hold"",
  ""object"": [""state"", ""privacy"", ""transparency""],
  ""time"": ""past"",
  ""modality"": ""MUST"",
  ""polarity"": ""neutral"",
  ""tone"": ""declarative"",
  ""relation_type"": ""opposition"",
  ""dynamic"": ""stable""
}
```","```json
{
  ""agents"": [""doctrine""],
  ""action"": ""soutenir"",
  ""object"": [""État"", ""vie privée"", ""transparence""],
  ""time"": ""past"",
  ""modality"": ""MUST"",
  ""polarity"": ""neutral"",
  ""tone"": ""declarative"",
  ""relation_type"": ""opposition"",
  ""dynamic"": ""stable""
}
```",preserved,preserved,preserved,partial
L01,L,simple_fact,L1,naturelle,Paris is the capital of France.,Paris est la capitale de la France.,"[STATE]: =
∙Paris ↔ ∙capital° ← ∙France","[STATE]: =
∙Paris ↔ ∙capitale+ → ∙France","{""agents"":[""Paris""],""action"":""be"",""object"":[""capital"",""France""],""time"":""present"",""modality"":null,""polarity"":""positive"",""tone"":""declarative"",""relation_type"":null,""dynamic"":""stable""}","{""agents"":[""Paris""],""action"":""be"",""object"":[""capitale"",""France""],""time"":""present"",""modality"":null,""polarity"":""positive"",""tone"":""declarative"",""relation_type"":null,""dynamic"":""stable""}",preserved,preserved,preserved,preserved
L02,L,scheduled_event,L1,naturelle,The meeting starts at three in the afternoon.,La réunion commence à trois heures de l'après-midi.,"[TIME]: future
∙meeting »→ ∙start ⊗ ∙three_afternoon","[TIME]: future
∙réunion ⟳ ∙commencement » [∙trois_heures ∙après-midi]","{""agents"":[""meeting""],""action"":""start"",""object"":[],""time"":""present"",""modality"":null,""polarity"":""positive"",""tone"":""declarative"",""relation_type"":null,""dynamic"":""stable""}","```json
{
  ""agents"": [""réunion""],
  ""action"": ""commencer"",
  ""object"": [],
  ""time"": ""present"",
  ""modality"": null,
  ""polarity"": ""positive"",
  ""tone"": ""declarative"",
  ""relation_type"": null,
  ""dynamic"": null
}
```",preserved,preserved,lost,partial
