id,family,nuance,level,difficulty,en,fr,cstl_v303_en,cstl_v303_fr,cstl_v304_en,cstl_v304_fr,json_en,json_fr,v303_verdict_en,v303_verdict_fr,v304_verdict_en,v304_verdict_fr,json_verdict_en,json_verdict_fr
G04,G,archeological,L3,stressée,"To understand this decision, we must trace back to the founding vision of the institution in 1952.","Pour comprendre cette décision, nous devons remonter à la vision fondatrice de l'institution en 1952.","```cstl
[TIME]: present→past

⟶(∙understand ∙decision) → ⇐(◉institution.founding_vision «1952»)+ [MUST]
```","[TIME]: past→present

∙comprendre(∙décision) ⟶ ⇐(∙vision_fondatrice°(∙institution) «1952»)","[TIME]: past
⟶ ⟵ ∙decision | ⇐ ◉founding_vision → ∙institution «(1952) (+)","[TIME]: past
⟶(∙nous → ∙compréhension → ∙décision) ⇐ ◉vision_fondatrice(∙institution) «(1952)","{""agents"": [""we""], ""action"": ""trace"", ""object"": [""decision"", ""vision"", ""institution""], ""time"": ""present"", ""modality"": ""MUST"", ""polarity"": ""positive"", ""tone"": ""declarative"", ""relation_type"": ""causal"", ""dynamic"": ""stable""}","{""agents"": [""nous""], ""action"": ""remonter"", ""object"": [""vision"", ""institution""], ""time"": ""present"", ""modality"": ""MUST"", ""polarity"": ""positive"", ""tone"": ""declarative"", ""relation_type"": ""causal"", ""dynamic"": ""stable""}",preserved,partial,partial,preserved,preserved,preserved
G05,G,bifurcation_possibles,L3,stressée,"From this point, the story could branch into a tragedy or a redemption arc, depending on the next choice.","À partir de ce point, l'histoire pourrait bifurquer en tragédie ou en arc de rédemption, selon le choix suivant.","[TIME]: present │ » [IF]

∙story =here → │(∙tragedy ⊗ ∙redemption_arc) » ∙next_choice","[TIME]: present│bifurcation

∙histoire «=» ∙point_présent │ { ∙tragédie ⊗ ∙arc_rédemption° }

∙choix_suivant » → │

(?)",│ ∙story » [IF] ∙choice → ⟳∙tragedy(-) | [IF] ∙choice → ⟳∙redemption(+),"[TIME]: present
∙histoire │ [∙tragédie(-) ⊗ ∙rédemption(+)] » | Δ∙point= ⟶ ∙choix → κ│","{""agents"": [""story""], ""action"": ""branch"", ""object"": [""tragedy"", ""redemption arc""], ""time"": ""future"", ""modality"": ""MAY"", ""polarity"": ""neutral"", ""tone"": ""declarative"", ""relation_type"": ""transformation"", ""dynamic"": ""stable""}","{""agents"": [""histoire""], ""action"": ""bifurquer"", ""object"": [""tragédie"", ""arc de rédemption""], ""time"": ""future"", ""modality"": ""MAY"", ""polarity"": ""neutral"", ""tone"": ""declarative"", ""relation_type"": ""transformation"", ""dynamic"": ""stable""}",preserved,preserved,preserved,partial,preserved,partial
G06,G,ambiguous_faithful_vs_generative,L2,stressée,The translation preserves the meaning of the poem but uses different rhythms in English.,La traduction préserve le sens du poème mais utilise des rythmes différents en anglais.,∙translation ≠ ∙poem → ∙meaning(=) ⊗ ∙rhythms(≠) [TIME]: present,"[TIME]: present

∙traduction ≠ ∙poème_sens → ∙anglais ⊗ ∙rythmes_originaux",∙translation ≠ ∙poem | ◉meaning ≡ | ◉rhythm ⊗ (+),∙traduction ≠ ∙poème | ∙sens ≡ | ∙rythmes ⊗ ∙original (+),"{""agents"":[""translation""],""action"":""preserve"",""object"":[""meaning"",""poem""],""time"":""present"",""modality"":null,""polarity"":""positive"",""tone"":""declarative"",""relation_type"":""transformation"",""dynamic"":""stable""}","{""agents"":[""traduction""],""action"":""préserver"",""object"":[""sens"",""poème""],""time"":""present"",""modality"":null,""polarity"":""positive"",""tone"":""declarative"",""relation_type"":""transformation"",""dynamic"":""stable""}",preserved,preserved,preserved,partial,preserved,partial
H01,H,tone_positive,L1,naturelle,"Yes, this is absolutely the right direction for our team.","Oui, c'est tout à fait la bonne direction pour notre équipe.","ℙ[≡""yes""] ◉(direction)+ →(team)∙ ⟶[⊃]+ ~̃(+) (!)",ℙ[confirmation] ∙accord°+ → ∙direction ↔ ∙équipe[nous] (+),(+) (!) ℙ ∙speaker ⟶+ ∙direction ↔ ∙team | ~̃(confidence) =,(+) ℙ ∙locuteur ⟶ ∙direction →+ ∙équipe | ≡(affirmation),"{""agents"":[""speaker""],""action"":""affirm"",""object"":[""direction"",""team""],""time"":""present"",""modality"":null,""polarity"":""positive"",""tone"":""declarative"",""relation_type"":null,""dynamic"":""reinforce""}","{""agents"": [], ""action"": ""affirm"", ""object"": [""direction"", ""équipe""], ""time"": ""present"", ""modality"": null, ""polarity"": ""positive"", ""tone"": ""declarative"", ""relation_type"": null, ""dynamic"": ""reinforce""}",preserved,preserved,preserved,preserved,preserved,preserved
H02,H,tone_negative,L1,naturelle,"No, that interpretation misses the core of the argument entirely.","Non, cette interprétation rate complètement l'essentiel de l'argument.",∙speaker ⊗°+ ∙interpretation → ∙core‿argument(-) ℙ,"[TIME]: present
∙interprétation → ∙essentiel_argument : ⊗°°° ⟳
~̃(-)
ℙ(!)",(!) ⊗ ∙interpretation → ◉argument.core (-) ℜ,(-) ∙interprétation ⊗ ◉argument | ⟶[∙comprendre] ℜ- (!),"{""agents"":[""interpretation""],""action"":""miss"",""object"":[""core"",""argument""],""time"":""present"",""modality"":""NOT"",""polarity"":""negative"",""tone"":""declarative"",""relation_type"":""opposition"",""dynamic"":""weaken""}","{""agents"": [], ""action"": ""miss"", ""object"": [""interpretation"", ""argument""], ""time"": ""present"", ""modality"": null, ""polarity"": ""negative"", ""tone"": ""declarative"", ""relation_type"": ""opposition"", ""dynamic"": ""weaken""}",lost,lost,lost,lost,preserved,lost
H03,H,tone_interrogative,L1,naturelle,What are the long-term consequences of adopting this policy?,Quelles sont les conséquences à long terme de l'adoption de cette politique ?,⟶[∙policy→⟳]»(?) ∙consequences+→»,"```cstl
[TIME]: present→future

∙politique =
⟶[query] ∙conséquences[+durée] ← ⟳(∙adoption → ∙politique)
(?)
```",(?) ⟶ ∙policy » ⟳ ∙consequences ↑,(?) ∙politique ⟳ → ◉conséquences » | ⟶[∙locuteur → ∙interlocuteur] ℙ(question),"{""agents"": [""speaker""], ""action"": ""inquire"", ""object"": [""consequences"", ""policy""], ""time"": ""future"", ""modality"": null, ""polarity"": ""neutral"", ""tone"": ""interrogative"", ""relation_type"": ""causal"", ""dynamic"": null}","```json
{
  ""agents"": [],
  ""action"": ""be"",
  ""object"": [""conséquences"", ""politique""],
  ""time"": ""future"",
  ""modality"": null,
  ""polarity"": ""neutral"",
  ""tone"": ""interrogative"",
  ""relation_type"": ""causal"",
  ""dynamic"": null
}
```",preserved,preserved,preserved,preserved,preserved,preserved
H04,H,tone_performative_isolated,L1,stressée,Stop! Don't touch that wire!,Stop ! Ne touche pas à ce fil !,ℙ(!)∙speaker→⊃∙listener⊗[∙listener→∙wire]°+[NOT]»,"[TIME]: present
[STATE]: urgent

∙speaker →⟶ ∙addressee : ⊃[∙addressee ⊗ ∙fil]
~̃(!)- ⊕++ κ
ℙ(directive)",(!) ℙ ⟶ ⊃[∙addressee → ∙wire]- » | ~̃(alarm)+,(!) ℙ ⊃[∙addressee → ∙fil]- =,"{""agents"":[],""action"":""touch"",""object"":[""wire""],""time"":""present"",""modality"":""NOT"",""polarity"":""negative"",""tone"":""imperative"",""relation_type"":null,""dynamic"":null}","{""agents"":[],""action"":""touch"",""object"":[""fil""],""time"":""present"",""modality"":""NOT"",""polarity"":""negative"",""tone"":""imperative"",""relation_type"":null,""dynamic"":null}",preserved,preserved,preserved,preserved,preserved,preserved
I01,I,positive_strong,L2,naturelle,The mentorship program significantly boosted the students' confidence and skills.,Le programme de mentorat a considérablement renforcé la confiance et les compétences des étudiants.,"[TIME]: past

∙mentorship_program → ↑°°(∙students.confidence + ∙students.skills) ⟳ (+)","[TIME]: past

∙programme_mentorat → ↑°°(∙confiance + ∙compétences) ⊂ ∙étudiants ⟳",∙mentorship_program → ↑[∙students.confidence + ∙students.skills]+ ⟳ (+),"[TIME]: past
∙programme_mentorat → ↑+ [∙confiance ↔ ∙compétences] ⊂ ∙étudiants ⟳ (+)","{""agents"":[""mentorship program""],""action"":""boost"",""object"":[""students"",""confidence"",""skills""],""time"":""past"",""modality"":null,""polarity"":""positive"",""tone"":""declarative"",""relation_type"":""causal"",""dynamic"":""reinforce""}","{""agents"": [""programme de mentorat""], ""action"": ""renforcer"", ""object"": [""confiance"", ""compétences"", ""étudiants""], ""time"": ""past"", ""modality"": null, ""polarity"": ""positive"", ""tone"": ""declarative"", ""relation_type"": ""causal"", ""dynamic"": ""reinforce""}",preserved,preserved,preserved,preserved,preserved,preserved
I02,I,negative_opposition,L2,naturelle,The new regulation undermines the progress made over the past decade.,La nouvelle réglementation sape les progrès réalisés au cours de la dernière décennie.,"```cstl
[TIME]: past→present

∙regulation(+new) ⊗↓ ∙progress(+°) «⟳
```","[TIME]: present

∙nouvelle_réglementation ⊗↓ ∙progrès°+ «⟳","[TIME]: present
∙regulation » ↓ ⟳∙progress « (-)","[TIME]: present
∙réglementation ↓ ⊗ ∙progrès«(décennie) (-)","{""agents"":[""regulation""],""action"":""undermine"",""object"":[""progress""],""time"":""present"",""modality"":null,""polarity"":""negative"",""tone"":""declarative"",""relation_type"":""opposition"",""dynamic"":""weaken""}","{""agents"": [""réglementation""], ""action"": ""saper"", ""object"": [""progrès""], ""time"": ""present"", ""modality"": null, ""polarity"": ""negative"", ""tone"": ""declarative"", ""relation_type"": ""opposition"", ""dynamic"": ""weaken""}",preserved,lost,preserved,preserved,preserved,preserved
I03,I,neutral_observation,L1,stressée,Observers noted that the meeting lasted exactly forty-five minutes without comment.,Les observateurs ont noté que la réunion a duré exactement quarante-cinq minutes sans commentaire.,"[TIME]: past
[STATE]: observation

«(∙observers)° ⊃[(∙meeting) ⟳ (∙duration:45min)]» ≡ | «(∙observers)° ⊗ (∙comment)»","[TIME]: past

∙observateurs → ∙réunion.durée[=45min] ⊗ ∙commentaire | (°)","[TIME]: past
∙observers ⟶ ∙meeting[duration:45min] | ∙observers ⊗ ∙comment (°)","[TIME]: past
∙observateurs ⟶ ≡[∙réunion → ∙durée(45min)] | ℙ(noter) ⊗ ∙commentaire (°)","{""agents"": [""Observers""], ""action"": ""note"", ""object"": [""meeting""], ""time"": ""past"", ""modality"": null, ""polarity"": ""neutral"", ""tone"": ""declarative"", ""relation_type"": null, ""dynamic"": ""stable""}","{""agents"": [""observateurs""], ""action"": ""noter"", ""object"": [""réunion""], ""time"": ""past"", ""modality"": null, ""polarity"": ""neutral"", ""tone"": ""declarative"", ""relation_type"": null, ""dynamic"": ""stable""}",partial,preserved,preserved,preserved,partial,preserved
I04,I,evolving_polarity,L3,stressée,"The community initially welcomed the project, but support turned to opposition after the second incident.","La communauté a initialement accueilli favorablement le projet, mais le soutien s'est transformé en opposition après le second incident.","```cstl
[TIME]: past

∙community ↔+ ∙project «
∙community ⊗ ∙project » ⟳
∙incident.second → κ[∙community: ↔+ ⟲ ⊗]
```","```cstl
[TIME]: past

∙communauté ↔(+) ∙projet «
∙communauté::soutien ⟳ ∙communauté::opposition » [∙incident::second → κ]
∙communauté ⊗ ∙projet =
```","[TIME]: past
∙community →+ ∙project « | ∙incident(2) κ [∙community ⟳ ⊗∙project] (-)","[TIME]: past
∙communauté →+ ~̃(+) ∙projet « | ∙soutien ⟳ ⊗∙opposition κ(∙incident₂) (-)","{""agents"":[""community""],""action"":""oppose"",""object"":[""project""],""time"":""past"",""modality"":null,""polarity"":""negative"",""tone"":""declarative"",""relation_type"":""transformation"",""dynamic"":""weaken""}","{""agents"":[""communauté""],""action"":""transformer"",""object"":[""projet"",""soutien"",""opposition""],""time"":""past"",""modality"":null,""polarity"":""negative"",""tone"":""declarative"",""relation_type"":""transformation"",""dynamic"":""weaken""}",preserved,partial,preserved,preserved,preserved,preserved
J01,J,selective_purge,L3,stressée,The editor compressed the thousand-page manuscript into a focused two-hundred-page essay by cutting what was redundant.,L'éditeur a compressé le manuscrit de mille pages en un essai ciblé de deux cents pages en coupant ce qui était redondant.,"```cstl
[TIME]: past

∙editor ⊕→ ∙manuscript[thousand-page] ⟳ ∙essay[two-hundred-page,+focused]

∙redundant ↓ ⊗ ∙manuscript
```","[TIME]: past

∙éditeur ⟶ ⟳(∙manuscrit[+mille_pages] → ∙essai[+ciblé,+deux_cents_pages]) ⊗ ∙redondant°",∙editor ⟶ ⊃[∙manuscript(1000p) ⟳ ∙essay(200p)+] | κ(∙redundant ∇) «,"[TIME]: past
∙éditeur ⟶ ⟳[∙manuscrit(1000p) → ∙essai(200p)]+ | ⊃[∙redondance → ∇] κ","{""agents"":[""editor""],""action"":""compress"",""object"":[""manuscript"",""essay""],""time"":""past"",""modality"":null,""polarity"":""positive"",""tone"":""declarative"",""relation_type"":""transformation"",""dynamic"":""reinforce""}","{""agents"": [""éditeur""], ""action"": ""comprimer"", ""object"": [""manuscrit"", ""essai""], ""time"": ""past"", ""modality"": null, ""polarity"": ""positive"", ""tone"": ""declarative"", ""relation_type"": ""transformation"", ""dynamic"": ""stable""}",preserved,preserved,preserved,preserved,preserved,partial
J02,J,collective_memory,L3,stressée,"The institutional memory of the research group, built over three decades, guides every new hire's onboarding.","La mémoire institutionnelle du groupe de recherche, bâtie au fil de trois décennies, oriente l'intégration de chaque nouvelle recrue.","```cstl
[TIME]: past→present

∙institutional_memory ⊂ ◉research_group
∙institutional_memory ← ⟳[«30_years]
∙institutional_memory → ⊃[∙new_hire ← ∙onboarding]+
```","```cstl
[TIME]: past→present

◉mémoire_institutionnelle(∙groupe_recherche) «=» ⟳[∙expériences + ∙pratiques + ∙savoirs]°°° → ⊃[∙nouvelle_recrue → ∙intégration]°°
```","[TIME]: present
◉institutional_memory ← ⟳(∙research_group «) → ⊃[∙new_hire → ∙onboarding]+ =","[TIME]: «=»
◉mémoire_institutionnelle(∙groupe_recherche) «(∙décennies×3) ⟳ → ⟶ ⊃[∙nouvelle_recrue → ⟲∙intégration]+ (+)","{""agents"": [""institutional memory"", ""research group""], ""action"": ""guide"", ""object"": [""onboarding"", ""new hire""], ""time"": ""present"", ""modality"": null, ""polarity"": ""positive"", ""tone"": ""declarative"", ""relation_type"": ""causal"", ""dynamic"": ""stable""}","{""agents"": [""mémoire institutionnelle"", ""groupe de recherche""], ""action"": ""orienter"", ""object"": [""intégration"", ""recrue""], ""time"": ""present"", ""modality"": null, ""polarity"": ""positive"", ""tone"": ""declarative"", ""relation_type"": ""causal"", ""dynamic"": ""reinforce""}",preserved,preserved,preserved,preserved,preserved,preserved
J03,J,label_fusion,L3,stressée,"After extended discussion, the committee merged the concepts of ""trustworthiness"" and ""reliability"" into a single shared definition.","Après une longue discussion, le comité a fusionné les concepts de « fiabilité » et de « crédibilité » en une définition partagée unique.","[TIME]: past

◉trustworthiness ↔ ◉reliability ⟳ ∙shared_definition

«( ∙committee ⊕+ ⟲ ) → ( ◉trustworthiness ⊗ ◉reliability ) ⟲→⟳ Ω∪ »","[TIME]: past

∙comité «=» (∙discussion + °longue) → ⟳(∙concept.fiabilité ↔ ∙concept.crédibilité) → ∙définition.partagée °unique (+)","[TIME]: past
∙committee ⟶ ↔(discussion)+ → ◉trustworthiness ⊗ ◉reliability ⟳ ◉definition(shared) «","[TIME]: past
∙comité «(∙discussion+) → ⟳[∙fiabilité ∪ ∙crédibilité → ◉définition_partagée] (+)","{""agents"": [""committee""], ""action"": ""merge"", ""object"": [""trustworthiness"", ""reliability""], ""time"": ""past"", ""modality"": null, ""polarity"": ""positive"", ""tone"": ""declarative"", ""relation_type"": ""transformation"", ""dynamic"": ""reinforce""}","{""agents"": [""comité""], ""action"": ""fusionner"", ""object"": [""fiabilité"", ""crédibilité""], ""time"": ""past"", ""modality"": null, ""polarity"": ""positive"", ""tone"": ""declarative"", ""relation_type"": ""transformation"", ""dynamic"": ""reinforce""}",preserved,preserved,preserved,preserved,preserved,preserved
J04,J,label_fork,L3,stressée,The two schools of thought diverged irreconcilably and now maintain their own separate terminologies.,Les deux courants de pensée ont divergé de manière irréconciliable et maintiennent désormais leurs terminologies distinctes.,«∙schools_of_thought↔∙schools_of_thought»⊗⟳=∙terminology¹°⊗∙terminology²°(-),"```cstl
[TIME]: past→present

◉courant_pensée₁ ↔ ◉courant_pensée₂ «
◉courant_pensée₁ ⊗ ◉courant_pensée₂ = [+°°°]
∙terminologie₁ ← ◉courant_pensée₁ =
∙terminologie₂ ← ◉courant_pensée₂ =
∙terminologie₁ ⊗ ∙terminologie₂ = [+]
↔ ⟲→⟳ ⊗ (-)
```",∙school₁ ⊗ ∙school₂ « | ⟳[∙school₁ → ∙terminology₁] ↔ ⟳[∙school₂ → ∙terminology₂] = (-),"[TIME]: past→present
∙courant₁ ⊗ ∙courant₂ ⟳ | ∙courant₁ → ∙terminologie₁ ↔° ∙courant₂ → ∙terminologie₂ = (-)","{""agents"":[""two schools of thought""],""action"":""diverge"",""object"":[],""time"":""past"",""modality"":null,""polarity"":""negative"",""tone"":""declarative"",""relation_type"":""opposition"",""dynamic"":""stable""}","{""agents"": [""courants de pensée""], ""action"": ""diverger"", ""object"": [], ""time"": ""past"", ""modality"": null, ""polarity"": ""negative"", ""tone"": ""declarative"", ""relation_type"": ""opposition"", ""dynamic"": ""stable""}",preserved,preserved,preserved,preserved,preserved,preserved
J05,J,shared_schema,L2,naturelle,The reviewers follow a common evaluation framework that standardizes their judgments.,Les évaluateurs suivent un cadre d'évaluation commun qui standardise leurs jugements.,"```cstl
[TIME]: present

◉reviewers → ≡◉evaluation_framework°common ⟳ ∙judgments°standardized
```","```cstl
[TIME]: present

∙évaluateurs → ∙cadre_évaluation_commun+ ⟳ ∙jugements°standardisés
```",∙reviewers ↔ ◉evaluation_framework | ◉evaluation_framework → ⟳∙judgments(+),[STATE]: ∙évaluateurs ⟶ ◉cadre_évaluation | ◉cadre → ⟳∙jugements(+) ℙ,"{""agents"":[""reviewers""],""action"":""follow"",""object"":[""framework""],""time"":""present"",""modality"":null,""polarity"":""positive"",""tone"":""declarative"",""relation_type"":""causal"",""dynamic"":""stable""}","{""agents"": [""évaluateurs""], ""action"": ""suivre"", ""object"": [""cadre d'évaluation commun""], ""time"": ""present"", ""modality"": null, ""polarity"": ""positive"", ""tone"": ""declarative"", ""relation_type"": ""causal"", ""dynamic"": ""stable""}",preserved,preserved,preserved,preserved,preserved,preserved
J06,J,persistent_state,L2,naturelle,"The simulation keeps running between our weekly sessions, refining its predictions continuously.","La simulation continue de tourner entre nos sessions hebdomadaires, affinant ses prédictions en continu.","```cstl
[TIME]: present

∿(∙predictions) ⟲ » ↑+ | «=»(∙sessions[weekly]) ↔ ∿
```","```cstl
[TIME]: present

∙simulation ⟲ ∙rotation «=» ∙sessions_hebdomadaires° → ∙prédictions ↑ ⟲
```",∙simulation ⟲ »| ∙predictions ↑ «=» | [TIME]: entangled ∙sessions(weekly) ↔ ∙simulation,"[TIME]: entangled
∙simulation ⟲ ∿∙prédictions ↑ | «=»(∙sessions∙hebdomadaires) ℝ(+)","{""agents"":[""simulation""],""action"":""run"",""object"":[""predictions""],""time"":""present"",""modality"":null,""polarity"":""positive"",""tone"":""declarative"",""relation_type"":""transformation"",""dynamic"":""reinforce""}","{""agents"":[""simulation""],""action"":""tourner"",""object"":[""prédictions""],""time"":""present"",""modality"":null,""polarity"":""positive"",""tone"":""declarative"",""relation_type"":""transformation"",""dynamic"":""reinforce""}",preserved,preserved,preserved,preserved,preserved,preserved
K01,K,modal_plus_temporal_plus_trust,L5,stressée,"If the board agrees, Alice must report to Bob by Friday; she trusts him to keep the findings confidential.","Si le conseil est d'accord, Alice doit faire son rapport à Bob d'ici vendredi ; elle a confiance qu'il maintiendra la confidentialité des résultats.","[IF] ∙board°↔agree » ∙Alice [MUST] →report ∙Bob «Friday
∙Alice trust+ ∙Bob ⊃[∙findings°↔confidential]","```cstl
[TIME]: present→future
[STATE]: conditional→obligatory

[IF] ∙conseil ↔° ∙accord »
    [MUST] ∙Alice → ∙rapport → ∙Bob « ∙vendredi
    ∙Alice ~̃+ trust(∙Bob ⊃[] ∙résultats ⊗ ∙divulgation) »
```","[IF] ∙board ↔ | [MUST] ∙Alice → ∙report → ∙Bob »(Friday)
[TRUST]: ∙Alice →+ ∙Bob ⊃[∙findings → ⊗∙disclosure] ⟶ ~̃(confidence)",[IF] ∙conseil ↔+ | [MUST] ∙Alice ⟶ ∙rapport → ∙Bob »(vendredi) | [TRUST]: ∙Alice →+ ∙Bob ⊃[∙résultats → ~̃(confidentialité)],"{""agents"":[""board"",""Alice""],""action"":""report"",""object"":[""Bob""],""time"":""future"",""modality"":""IF"",""polarity"":""positive"",""tone"":""declarative"",""relation_type"":""causal"",""dynamic"":""reinforce""}","{""agents"":[""Alice""],""action"":""faire"",""object"":[""Bob""],""time"":""future"",""modality"":""IF"",""polarity"":""positive"",""tone"":""declarative"",""relation_type"":""causal"",""dynamic"":""stable""}",preserved,preserved,preserved,preserved,partial,partial
K02,K,force_plus_confidence_plus_modal,L5,stressée,"The evidence strongly suggests fraud, though not conclusively, so the auditor may but is not required to investigate further.","Les preuves suggèrent fortement une fraude, sans toutefois être concluantes, de sorte que l'auditeur peut, sans y être obligé, enquêter plus avant.",∙evidence ⊕+ → ∙fraud (~̃ suspicion) ⊗° ∙conclusive | [MAY] ∙auditor ⟶ ∙investigate » (?),"```cstl
[TIME]: present

∙preuves →+ ∙fraude~̃(suspicion) (?)
∙preuves ⊗ ∙conclusion
∙auditeur [MAY] →+ ∙enquête»
[NOT][MUST] ∙auditeur → ∙enquête
```",∙evidence ⊕+ ⟶ ∙fraud ∿ (?) | [MAY] ∙auditor → ∙investigation » | [NOT][MUST] ∙auditor ⊃ ∙investigation,∙preuves ⊕+ ∿(∙fraude) | [NOT][MUST] ⟳∙conclusion(-) | [MAY] ∙auditeur ⟶ ∙enquête » (?),"{""agents"": [""evidence""], ""action"": ""suggest"", ""object"": [""fraud""], ""time"": ""present"", ""modality"": ""MAY"", ""polarity"": ""positive"", ""tone"": ""declarative"", ""relation_type"": ""causal"", ""dynamic"": ""stable""}","{""agents"": [""preuves""], ""action"": ""suggérer"", ""object"": [""fraude""], ""time"": ""present"", ""modality"": ""MAY"", ""polarity"": ""positive"", ""tone"": ""declarative"", ""relation_type"": ""causal"", ""dynamic"": ""weaken""}",preserved,preserved,preserved,preserved,partial,partial
K03,K,transform_plus_pressure_plus_performative,L6,stressée,"After years of mounting internal pressure, the CEO finally declared: ""We are no longer the same company.""","Après des années de pression interne croissante, le PDG a finalement déclaré : « Nous ne sommes plus la même entreprise. »","[TIME]: past→present
[STATE]: ⟲→⟳

«∙years ⊕+ ↑» → =◉CEO ℙ∙declare: ""∙we ⟳ ⊗∙same_company""

~̃(+relief) ⟶(identity_shift)","[TIME]: past→present

«⊕↑ ∙entreprise.interne» → «=»⟳ ◉PDG

◉PDG ℙ≡[« ∙entreprise = ⟳ ¬∙entreprise.passé »](-)

∙entreprise «⊗» ∙entreprise.passé","[TIME]: past
⊕(∙internal_pressure)+ « → κ ∙CEO ℙ ≡[""We are no longer the same company""] → ⟳∙company(!)","[TIME]: past
∙employés ⊕↑ ∙PDG «=» | ℙ ∙PDG ≡[∙entreprise ⟳ ◉entreprise'] (!)","{""agents"": [""CEO""], ""action"": ""declare"", ""object"": [""company""], ""time"": ""past"", ""modality"": null, ""polarity"": ""negative"", ""tone"": ""declarative"", ""relation_type"": ""transformation"", ""dynamic"": ""stable""}","{""agents"": [""PDG""], ""action"": ""déclarer"", ""object"": [""entreprise""], ""time"": ""past"", ""modality"": null, ""polarity"": ""negative"", ""tone"": ""declarative"", ""relation_type"": ""transformation"", ""dynamic"": ""reinforce""}",partial,partial,preserved,preserved,partial,partial
K04,K,entanglement_plus_consciousness_plus_intention,L6,stressée,"His past, present, and projected future all converge in this moment where he consciously decides to change course.","Son passé, son présent et son avenir projeté convergent tous dans cet instant où il décide consciemment de changer de cap.","[TIME]: entangled

«=»[∙past ↔ ∙present ↔ ∙future»] → ⟳[=∙moment]
∙he:⊃[⟶°+[⟲∙course]] = (+)",«=»[∙passé ↔ ∙présent ↔ ∙avenir»] → ℝ(=∙instant) ⊃ [∙il ⟶+ ⟲→⟳(∙cap)] (!),"[TIME]: entangled
«∙past ↔ =∙present ↔ »∙future → κ∙moment | ∙he ⟶+ ⟳∙course «=» (!)","[TIME]: entangled
«∙passé ↔ =∙présent ↔ »∙avenir» → κ ∙instant | ∙il ⟶+ ⟳∙cap ~̃(résolution) «=»(+)","{""agents"": [""He""], ""action"": ""decide"", ""object"": [""course""], ""time"": ""entangled"", ""modality"": null, ""polarity"": ""positive"", ""tone"": ""declarative"", ""relation_type"": ""transformation"", ""dynamic"": ""reinforce""}","{""agents"": [""Son""], ""action"": ""converger"", ""object"": [], ""time"": ""entangled"", ""modality"": null, ""polarity"": ""positive"", ""tone"": ""declarative"", ""relation_type"": ""transformation"", ""dynamic"": ""reinforce""}",partial,preserved,preserved,preserved,partial,partial
K05,K,causal_chain_weighted,L5,naturelle,"Poor sleep weakens attention, weakened attention leads to mistakes, and mistakes undermine team trust.","Un mauvais sommeil affaiblit l'attention, une attention affaiblie entraîne des erreurs, et les erreurs minent la confiance de l'équipe.","[TIME]: present

∙poor_sleep ↓ ∙attention → ∙attention- → ∙mistakes → ∙mistakes ↓ ∙team_trust","[TIME]: present

∙sommeil(-) →↓ ∙attention → ∙attention(-) →° ∙erreurs → ∙erreurs ⊗↓ ∙confiance[équipe] (-)","[TIME]: present
∙sleep(-) ↓ ∙attention | ∙attention(-) → ∙mistakes | ∙mistakes ↓ [TRUST]: ◉team (-)",∙sommeil(-) → ↓∙attention | ↓∙attention → ∙erreurs | ∙erreurs → ↓[TRUST]: ∙équipe (-),"{""agents"":[""sleep""],""action"":""weaken"",""object"":[""attention""],""time"":""present"",""modality"":null,""polarity"":""negative"",""tone"":""declarative"",""relation_type"":""causal"",""dynamic"":""weaken""}","{""agents"": [""sommeil""], ""action"": ""affaiblir"", ""object"": [""attention"", ""confiance"", ""équipe""], ""time"": ""present"", ""modality"": null, ""polarity"": ""negative"", ""tone"": ""declarative"", ""relation_type"": ""causal"", ""dynamic"": ""weaken""}",preserved,preserved,preserved,preserved,preserved,partial
