id,family,nuance,level,difficulty,en,fr,cstl_v302_en,cstl_v302_fr,cstl_v303_en,cstl_v303_fr,json_en,json_fr,v302_verdict_en,v302_verdict_fr,v303_verdict_en,v303_verdict_fr,json_verdict_en,json_verdict_fr
G05,G,bifurcation_possibles,L3,stressée,"From this point, the story could branch into a tragedy or a redemption arc, depending on the next choice.","À partir de ce point, l'histoire pourrait bifurquer en tragédie ou en arc de rédemption, selon le choix suivant.","[TIME]: present
[STATE]: │

∙story «=» [◉∙tragedy ⊗ ◉∙redemption_arc] │ → ∙next_choice ⊃[]","[TIME]: present│future

∙point:Δ:= → │(∙histoire:⟲) → [∙tragédie ⊗ ∙arc_rédemption:⟳]

∙choix:»:⊃[∙histoire] → κ(│)",│ ∙story » [∙tragedy ⊗ ∙redemption] | κ ∙choice,│ ∙histoire → [∙tragédie ⊗ ∙rédemption] » | ⟶ ∙choix κ,"```json
{
  ""agents"": [""story""],
  ""action"": ""branch"",
  ""object"": [""tragedy"", ""redemption arc""],
  ""time"": ""future"",
  ""modality"": ""MAY"",
  ""polarity"": ""neutral"",
  ""tone"": ""declarative"",
  ""relation_type"": ""transformation"",
  ""dynamic"": ""stable""
}
```","{""agents"": [""histoire""], ""action"": ""bifurquer"", ""object"": [""tragédie"", ""arc de rédemption""], ""time"": ""future"", ""modality"": ""MAY"", ""polarity"": ""neutral"", ""tone"": ""declarative"", ""relation_type"": ""transformation"", ""dynamic"": ""stable""}",preserved,partial,preserved,preserved,preserved,preserved
G06,G,ambiguous_faithful_vs_generative,L2,stressée,The translation preserves the meaning of the poem but uses different rhythms in English.,La traduction préserve le sens du poème mais utilise des rythmes différents en anglais.,"[TIME]: present
∙translation ⟳ ∙meaning(∙poem) ≠ | ∙translation → ∙rhythms- ↔ ∙English","[TIME]: present
∙traduction ⟳ ∙sens°poème ≠ | ∙rythmes°différents ∈ ∙anglais",∙translation ≠ ∙poem | ⟳(∙meaning)+ | ⟳(∙rhythms)- ∙English,≠ ∙traduction → ∙poème | ∙sens ≡ | ∙rythmes ⊗,"{""agents"":[""translation""],""action"":""preserve"",""object"":[""meaning"",""poem""],""time"":""present"",""modality"":null,""polarity"":""positive"",""tone"":""declarative"",""relation_type"":""transformation"",""dynamic"":""stable""}","{""agents"":[""traduction""],""action"":""préserver"",""object"":[""sens"",""poème""],""time"":""present"",""modality"":null,""polarity"":""positive"",""tone"":""declarative"",""relation_type"":""transformation"",""dynamic"":""stable""}",preserved,preserved,preserved,lost,partial,preserved
H01,H,tone_positive,L1,naturelle,"Yes, this is absolutely the right direction for our team.","Oui, c'est tout à fait la bonne direction pour notre équipe.","[TIME]: present
(+)(!) ∙affirmation°+ ⟶ ∙direction°+ ↔ ∙team ≡ ℝ","[TIME]: present [TRUST]: high

∙speaker ⊃ ◉team_direction
∙direction+ → ◉team
~̃(+) ℝ ∙alignment
⟶ ∙validation+ → ∙path
(+)",(+) ℙ ≡[∙this → ⟶ ∙team]+,(+) ≡ ⟶+ ∙direction → ∙équipe =,"{""agents"":[""team""],""action"":""proceed"",""object"":[],""time"":""present"",""modality"":""MUST"",""polarity"":""positive"",""tone"":""declarative"",""relation_type"":null,""dynamic"":""reinforce""}","{""agents"": [""équipe""], ""action"": ""diriger"", ""object"": [], ""time"": ""present"", ""modality"": null, ""polarity"": ""positive"", ""tone"": ""declarative"", ""relation_type"": null, ""dynamic"": ""reinforce""}",preserved,preserved,preserved,preserved,preserved,preserved
H02,H,tone_negative,L1,naturelle,"No, that interpretation misses the core of the argument entirely.","Non, cette interprétation rate complètement l'essentiel de l'argument.","[STATE]: present
∙interpretation ⊗ ∙core°argument (-)
⟶[NOT] ≡","[TIME]: present
[STATE]: evaluative_rejection

◉interprétation ⊗ ◉essentiel∙argument
∙locuteur ⟶ ⊖°+[∙interprétation]
~̃(-)
(!)",(-) ≠ ⊗ ◉argument ~̃(frustration),(-) ≠ ⟶ ⊗ ∙interprétation → ∙argument°,"{""agents"":[""speaker""],""action"":""reject"",""object"":[""interpretation""],""time"":""present"",""modality"":""NOT"",""polarity"":""negative"",""tone"":""declarative"",""relation_type"":""opposition"",""dynamic"":""weaken""}","```json
{
  ""agents"": [],
  ""action"": ""miss"",
  ""object"": [""argument""],
  ""time"": ""present"",
  ""modality"": null,
  ""polarity"": ""negative"",
  ""tone"": ""declarative"",
  ""relation_type"": null,
  ""dynamic"": ""weaken""
}
```",preserved,lost,preserved,lost,preserved,partial
H03,H,tone_interrogative,L1,naturelle,What are the long-term consequences of adopting this policy?,Quelles sont les conséquences à long terme de l'adoption de cette politique ?,"```cstl
[TIME]: present→future

∙speaker ⟶ [∙policy → ∙consequences°long-term](?)

⊃[∙""this"" Δ ∙policy]

∙adoption ⟳ ∙policy » ∙consequences
```","[TIME]: present→future
[STATE]: inquiry

(?)[∙politique]°=[⟳adoption] → »[◉conséquences]+(↑durée) ⟶[⊃[∙répondant]]",(?) ⟶ ∙policy » ⟳ ◉consequences+,(?) ∙politique ⟳ ◉conséquences »,"{""agents"":[""speaker""],""action"":""ask"",""object"":[""policy""],""time"":""future"",""modality"":null,""polarity"":""neutral"",""tone"":""interrogative"",""relation_type"":""causal"",""dynamic"":null}","```json
{
  ""agents"": [],
  ""action"": ""be"",
  ""object"": [""consequences"", ""policy""],
  ""time"": ""future"",
  ""modality"": null,
  ""polarity"": ""neutral"",
  ""tone"": ""interrogative"",
  ""relation_type"": ""causal"",
  ""dynamic"": null
}
```",preserved,preserved,preserved,preserved,preserved,partial
H04,H,tone_performative_isolated,L1,stressée,Stop! Don't touch that wire!,Stop ! Ne touche pas à ce fil !,"[TIME]: present
∙speaker ⟶ ∙addressee: [MUST][NOT] ⊃[∙addressee → ∙wire] (!)","[TIME]: present
[STATE]: urgent

∙stop ⊗ ∙action°current (!)
∙you ⊃ ∙fil [NOT] (!)
~̃fear+ ⟶ ∙protect",(!) ℙ ⟶ ⊃[∙addressee → ⊗ ∙wire]+ =,(!) ℙ ⟶ ⊃[∙addressee → ⊗ ∙fil]+,"{""agents"": [], ""action"": ""touch"", ""object"": [""wire""], ""time"": ""present"", ""modality"": ""NOT"", ""polarity"": ""negative"", ""tone"": ""imperative"", ""relation_type"": null, ""dynamic"": null}","{""agents"":[],""action"":""touch"",""object"":[""fil""],""time"":""present"",""modality"":""NOT"",""polarity"":""negative"",""tone"":""imperative"",""relation_type"":null,""dynamic"":null}",preserved,lost,preserved,preserved,preserved,preserved
I01,I,positive_strong,L2,naturelle,The mentorship program significantly boosted the students' confidence and skills.,Le programme de mentorat a considérablement renforcé la confiance et les compétences des étudiants.,"[TIME]: past
∙mentorship_program → ∙confidence[students] ↑(+)
∙mentorship_program → ∙skills[students] ↑(+)","[TIME]: past

∙programme_mentorat → ↑°°(∙confiance + ∙compétences) ⊂ ∙étudiants ⟳",∙mentorship_program → ↑+ ∙students∙confidence | ∙mentorship_program → ↑+ ∙students∙skills «,[TRUST]: ∙programme_mentorat → ↑+ ∙étudiants.confiance | ∙programme_mentorat → ↑+ ∙étudiants.compétences «,"{""agents"":[""mentorship program""],""action"":""boost"",""object"":[""students"",""confidence"",""skills""],""time"":""past"",""modality"":null,""polarity"":""positive"",""tone"":""declarative"",""relation_type"":""causal"",""dynamic"":""reinforce""}","{""agents"": [""programme de mentorat""], ""action"": ""renforcer"", ""object"": [""confiance"", ""compétences"", ""étudiants""], ""time"": ""past"", ""modality"": null, ""polarity"": ""positive"", ""tone"": ""declarative"", ""relation_type"": ""causal"", ""dynamic"": ""reinforce""}",preserved,preserved,preserved,preserved,preserved,preserved
I02,I,negative_opposition,L2,naturelle,The new regulation undermines the progress made over the past decade.,La nouvelle réglementation sape les progrès réalisés au cours de la dernière décennie.,"[TIME]: «=»

∙regulation(+) ⊗↓ ∙progress(+)° « ⟳","[TIME]: present
∙regulation(+new) ⊗↓ ∙progress(⟳«)",∙regulation ↓ ◉progress «,∙réglementation ⊖ ◉progrès «,"{""agents"":[""regulation""],""action"":""undermine"",""object"":[""progress""],""time"":""present"",""modality"":null,""polarity"":""negative"",""tone"":""declarative"",""relation_type"":""opposition"",""dynamic"":""weaken""}","{""agents"":[""nouvelle réglementation""],""action"":""saper"",""object"":[""progrès""],""time"":""present"",""modality"":null,""polarity"":""negative"",""tone"":""declarative"",""relation_type"":""opposition"",""dynamic"":""weaken""}",lost,preserved,preserved,preserved,preserved,preserved
I03,I,neutral_observation,L1,stressée,Observers noted that the meeting lasted exactly forty-five minutes without comment.,Les observateurs ont noté que la réunion a duré exactement quarante-cinq minutes sans commentaire.,"[TIME]: past
[STATE]: ∙meeting → ∙duration(45min) | ∙observers → ⊃[∙meeting] | ~̃° | ≡(-)","[TIME]: past

∙observateurs ⊃ [∙réunion → ∙durée°quarante-cinq-minutes] ≡ ∙notation

∙commentaire ⊗ ∙réunion",∙observers ≡ [∙meeting → ∙duration(45min)] | ~̃(neutral),∙observateurs ≡[∙réunion → ∙durée(45min)] ~̃(neutral),"```json
{
  ""agents"": [""Observers""],
  ""action"": ""note"",
  ""object"": [""meeting""],
  ""time"": ""past"",
  ""modality"": null,
  ""polarity"": ""neutral"",
  ""tone"": ""declarative"",
  ""relation_type"": null,
  ""dynamic"": ""stable""
}
```","```json
{
  ""agents"": [""observateurs""],
  ""action"": ""noter"",
  ""object"": [""réunion""],
  ""time"": ""past"",
  ""modality"": null,
  ""polarity"": ""neutral"",
  ""tone"": ""declarative"",
  ""relation_type"": null,
  ""dynamic"": ""stable""
}
```",preserved,partial,preserved,preserved,partial,preserved
I04,I,evolving_polarity,L3,stressée,"The community initially welcomed the project, but support turned to opposition after the second incident.","La communauté a initialement accueilli favorablement le projet, mais le soutien s'est transformé en opposition après le second incident.","[TIME]: past
[STATE]: ⟳

∙community ↔+ ∙project «
∙incident.second → κ(∙support ⟳ ∙opposition) «
∙community ⊗ ∙project =","[TIME]: past

∙communauté ~̃(+) → ∙projet « ⟳ [∙soutien ⊗ ∙opposition] » | κ(∙incident_second)",∙community →+ ∙project « | ∙support ⟳ ◉opposition «(∙incident₂),"[TIME]: past
∙communauté →+ ∙projet « | ∙soutien ⟳ ◉opposition «(∙incident_second)","```json
{
  ""agents"": [""community""],
  ""action"": ""oppose"",
  ""object"": [""project""],
  ""time"": ""past"",
  ""modality"": null,
  ""polarity"": ""negative"",
  ""tone"": ""declarative"",
  ""relation_type"": ""transformation"",
  ""dynamic"": ""weaken""
}
```","```json
{
  ""agents"": [""communauté""],
  ""action"": ""accueillir"",
  ""object"": [""projet""],
  ""time"": ""past"",
  ""modality"": null,
  ""polarity"": ""positive"",
  ""tone"": ""declarative"",
  ""relation_type"": ""transformation"",
  ""dynamic"": ""weaken""
}
```",preserved,preserved,preserved,preserved,partial,preserved
J01,J,selective_purge,L3,stressée,The editor compressed the thousand-page manuscript into a focused two-hundred-page essay by cutting what was redundant.,L'éditeur a compressé le manuscrit de mille pages en un essai ciblé de deux cents pages en coupant ce qui était redondant.,"[TIME]: past

∙editor ⊃[∙manuscript] → ⟳(∙manuscript«thousand-page» → ∙essay»two-hundred-page«focused») ↓°∙redundant","[TIME]: past

∙éditeur ⊃[∙manuscrit(+mille_pages) ⟳ ∙essai(+ciblé, +deux_cents_pages)] → ∙redondant↓∇",∙editor ⟳ [∙manuscript(1000p) → ◉essay(200p)] | ⊖∙redundant «,∙éditeur ⟳ [∙manuscrit(1000p) → ◉essai(200p)] | ⊗∙redondant «,"{""agents"":[""editor""],""action"":""compress"",""object"":[""manuscript"",""essay""],""time"":""past"",""modality"":null,""polarity"":""positive"",""tone"":""declarative"",""relation_type"":""transformation"",""dynamic"":""stable""}","```json
{
  ""agents"": [""éditeur""],
  ""action"": ""comprimer"",
  ""object"": [""manuscrit"", ""essai""],
  ""time"": ""past"",
  ""modality"": null,
  ""polarity"": ""positive"",
  ""tone"": ""declarative"",
  ""relation_type"": ""transformation"",
  ""dynamic"": ""stable""
}
```",preserved,preserved,preserved,preserved,preserved,partial
J02,J,collective_memory,L3,stressée,"The institutional memory of the research group, built over three decades, guides every new hire's onboarding.","La mémoire institutionnelle du groupe de recherche, bâtie au fil de trois décennies, oriente l'intégration de chaque nouvelle recrue.","[TIME]: past→present
[STATE]: ≡

«⟳»∙institutional_memory[+∙research_group] → =∙onboarding[∙new_hire+]↑°every","[TIME]: past→present

«⟳»(∙mémoire_institutionnelle ⊂ ◉groupe_recherche) + [∙décennies:3]° → =(∙mémoire_institutionnelle) ⊃[](∙nouvelle_recrue ↔ ◉groupe_recherche)",∙institutional_memory «(∙research_group ⊕ «) ⟶ ⊃[∙new_hire → ⟳ ∙onboarding],◉mémoire_institutionnelle[∙groupe_recherche] «(⊕ 3_décennies) → ⟶ ∙intégration[∙nouvelle_recrue] =,"```json
{
  ""agents"": [""institutional memory"", ""research group""],
  ""action"": ""guide"",
  ""object"": [""new hire""],
  ""time"": ""present"",
  ""modality"": null,
  ""polarity"": ""positive"",
  ""tone"": ""declarative"",
  ""relation_type"": ""causal"",
  ""dynamic"": ""stable""
}
```","```json
{
  ""agents"": [""mémoire institutionnelle"", ""groupe de recherche""],
  ""action"": ""orienter"",
  ""object"": [""recrue""],
  ""time"": ""present"",
  ""modality"": null,
  ""polarity"": ""positive"",
  ""tone"": ""declarative"",
  ""relation_type"": ""causal"",
  ""dynamic"": ""stable""
}
```",preserved,partial,preserved,partial,preserved,preserved
J03,J,label_fusion,L3,stressée,"After extended discussion, the committee merged the concepts of ""trustworthiness"" and ""reliability"" into a single shared definition.","Après une longue discussion, le comité a fusionné les concepts de « fiabilité » et de « crédibilité » en une définition partagée unique.","[TIME]: past
∙committee ⟳ (∙trustworthiness ↔ ∙reliability) → ◉definition°shared
~̃(+) ≡","[TIME]: past

«(∙comité ⊕+ ∙discussion°long) ⟳ (∙concept_fiabilité ⊗ ∙concept_crédibilité) → ∙définition°partagée°unique»",« ∙committee ⟳ ◉(∙trustworthiness ↔ ∙reliability),∙comité ⟳ [∙fiabilité ↔ ∙crédibilité] → ◉définition_partagée «,"```json
{
  ""agents"": [""committee""],
  ""action"": ""merge"",
  ""object"": [""trustworthiness"", ""reliability""],
  ""time"": ""past"",
  ""modality"": null,
  ""polarity"": ""positive"",
  ""tone"": ""declarative"",
  ""relation_type"": ""transformation"",
  ""dynamic"": ""reinforce""
}
```","```json
{
  ""agents"": [""comité""],
  ""action"": ""fusionner"",
  ""object"": [""fiabilité"", ""crédibilité""],
  ""time"": ""past"",
  ""modality"": null,
  ""polarity"": ""positive"",
  ""tone"": ""declarative"",
  ""relation_type"": ""transformation"",
  ""dynamic"": ""reinforce""
}
```",preserved,preserved,preserved,preserved,preserved,preserved
J04,J,label_fork,L3,stressée,The two schools of thought diverged irreconcilably and now maintain their own separate terminologies.,Les deux courants de pensée ont divergé de manière irréconciliable et maintiennent désormais leurs terminologies distinctes.,"[TIME]: past→present
∙schools_of_thought₁ ↔ ∙schools_of_thought₂ « → ∙schools_of_thought₁ ⊗ ∙schools_of_thought₂ = │ ⟳ °irreconcilable + ∙terminology₁ ⊗ ∙terminology₂ = °separate","[TIME]: past→present

∙pensée_courant₁ ↔ ∙pensée_courant₂ «
⟳ (∙pensée_courant₁ ⊗ ∙pensée_courant₂) =
∙terminologie₁ → ∙pensée_courant₁ =
∙terminologie₂ → ∙pensée_courant₂ =
∙terminologie₁ ⊗ ∙terminologie₂ =
[NOT] ⟲(∙pensée_courant₁ ↔ ∙pensée_courant₂) » (-)",∙school_of_thought₁ ⊗ ∙school_of_thought₂ ⟳ ◉divergence « | ◉divergence → ∙school₁ → ∙terminology₁ | ◉divergence → ∙school₂ → ∙terminology₂ =,∙courant₁ ↔ ∙courant₂ « → ℜ ⟳ ◉divergence | ∙courant₁ → ∙terminologie₁ ⊗ ∙courant₂ → ∙terminologie₂ =,"```json
{
  ""agents"": [""schools of thought""],
  ""action"": ""diverge"",
  ""object"": [],
  ""time"": ""past"",
  ""modality"": null,
  ""polarity"": ""neutral"",
  ""tone"": ""declarative"",
  ""relation_type"": ""opposition"",
  ""dynamic"": ""stable""
}
```","```json
{
  ""agents"": [""courants de pensée""],
  ""action"": ""diverger"",
  ""object"": [],
  ""time"": ""past"",
  ""modality"": null,
  ""polarity"": ""negative"",
  ""tone"": ""declarative"",
  ""relation_type"": ""opposition"",
  ""dynamic"": ""stable""
}
```",preserved,preserved,preserved,preserved,preserved,preserved
J05,J,shared_schema,L2,naturelle,The reviewers follow a common evaluation framework that standardizes their judgments.,Les évaluateurs suivent un cadre d'évaluation commun qui standardise leurs jugements.,"[TIME]: present
∙reviewers ↔ ∙evaluation_framework°common [⊃] ∙judgments ⟳ ∙standardized","[TIME]: present

∙évaluateurs →= ∙cadre_évaluation_commun ⊃[∙jugements ⟳ ∙standardisation] ℝ",∙reviewers ↔ ◉framework | ◉framework ⊃ ∙judgments ℝ,∙évaluateurs ↔ ◉cadre_d'évaluation_commun | ◉cadre → ⟳ ∙jugements,"{""agents"":[""reviewers""],""action"":""follow"",""object"":[""evaluation framework""],""time"":""present"",""modality"":null,""polarity"":""positive"",""tone"":""declarative"",""relation_type"":""causal"",""dynamic"":""stable""}","{""agents"":[""évaluateurs""],""action"":""suivre"",""object"":[""cadre d'évaluation""],""time"":""present"",""modality"":null,""polarity"":""positive"",""tone"":""declarative"",""relation_type"":""causal"",""dynamic"":""stable""}",preserved,preserved,preserved,preserved,preserved,preserved
J06,J,persistent_state,L2,naturelle,"The simulation keeps running between our weekly sessions, refining its predictions continuously.","La simulation continue de tourner entre nos sessions hebdomadaires, affinant ses prédictions en continu.","[TIME]: entangled
∿(∙simulation) ⟳ «=»(⟲) → ≠(∙predictions↑+) | ∙sessions(∙weekly)","[TIME]: present

∙simulation ⟲ ∙rotation «=» ∙sessions+hebdomadaires → ∙prédictions ↑ ⟲ °continu",∿ ⟲ = ↔ «=»(∙sessions) | ⟶ ↑,∙simulation ∿ ⟲ ↑ | «=»(∙sessions_hebdomadaires),"{""agents"":[""simulation""],""action"":""run"",""object"":[""predictions""],""time"":""present"",""modality"":null,""polarity"":""positive"",""tone"":""declarative"",""relation_type"":""transformation"",""dynamic"":""reinforce""}","```json
{
  ""agents"": [""simulation""],
  ""action"": ""tourner"",
  ""object"": [""prédictions""],
  ""time"": ""present"",
  ""modality"": null,
  ""polarity"": ""positive"",
  ""tone"": ""declarative"",
  ""relation_type"": ""transformation"",
  ""dynamic"": ""reinforce""
}
```",preserved,partial,preserved,preserved,preserved,partial
K01,K,modal_plus_temporal_plus_trust,L5,stressée,"If the board agrees, Alice must report to Bob by Friday; she trusts him to keep the findings confidential.","Si le conseil est d'accord, Alice doit faire son rapport à Bob d'ici vendredi ; elle a confiance qu'il maintiendra la confidentialité des résultats.","[TIME]: present
[TRUST]: ∙Alice → ∙Bob (+)

[IF] ∙board ↔ ∙agreement »
∙Alice [MUST] → ∙Bob ⊃[∙report] « ∙Friday
∙Alice ⟶ ∙Bob ⊃[∙findings ⊗ ∙disclosure] ~̃(+)","[TIME]: present
[TRUST]: ∙Alice → ∙Bob (+)
[STATE]: ∙rapport = pending

[IF] ∙conseil ↔° ∙accord »
    [MUST] ∙Alice → ∙rapport ⊃ ∙Bob » vendredi
∙Alice ~̃ confiance+ ⟶ ∙Bob ⊃[] ∙confidentialité ↔ ∙résultats »",[IF] ∙board ↔ | [MUST] ∙Alice → ∙report → ∙Bob » | [TRUST]: ∙Alice →+ ∙Bob ⟶ ⊃[∙findings → ∙confidential],[IF] ∙conseil ↔ | [MUST] ∙Alice → ∙rapport → ∙Bob »(vendredi) | [TRUST]: ∙Alice →+ ∙Bob ⊃(∙résultats →° ∙confidentialité),"```json
{
  ""agents"": [""board"", ""Alice""],
  ""action"": ""report"",
  ""object"": [""Bob""],
  ""time"": ""future"",
  ""modality"": ""IF"",
  ""polarity"": ""positive"",
  ""tone"": ""declarative"",
  ""relation_type"": ""causal"",
  ""dynamic"": ""reinforce""
}
```","```json
{
  ""agents"": [""Alice""],
  ""action"": ""report"",
  ""object"": [""Bob""],
  ""time"": ""future"",
  ""modality"": ""IF"",
  ""polarity"": ""positive"",
  ""tone"": ""declarative"",
  ""relation_type"": ""causal"",
  ""dynamic"": ""stable""
}
```",preserved,partial,preserved,preserved,partial,partial
K02,K,force_plus_confidence_plus_modal,L5,stressée,"The evidence strongly suggests fraud, though not conclusively, so the auditor may but is not required to investigate further.","Les preuves suggèrent fortement une fraude, sans toutefois être concluantes, de sorte que l'auditeur peut, sans y être obligé, enquêter plus avant.","[TIME]: present
∙evidence → ∙fraud [MAY] ⊕+ ~̃(?)
∙auditor ⟶ ∙investigation [MAY] [NOT][MUST]
∙evidence → ∙auditor ⊕° κ","[TIME]: present

∙preuve+ →° ∙fraude ↑ [MAY] ∙auditeur ⟶ ∙enquête+ »",∙evidence ⊕ ∿∙fraud ° | [MAY] ∙auditor ⟶ ∙investigation »,∙preuves ∿+ ∙fraude ⊕ | ∙preuves →°- ∙conclusion | [MAY] ∙auditeur ⟶ ∙enquête »,"```json
{
  ""agents"": [""evidence""],
  ""action"": ""suggest"",
  ""object"": [""fraud""],
  ""time"": ""present"",
  ""modality"": ""MAY"",
  ""polarity"": ""positive"",
  ""tone"": ""declarative"",
  ""relation_type"": ""causal"",
  ""dynamic"": ""stable""
}
```","```json
{
  ""agents"": [""preuves""],
  ""action"": ""suggérer"",
  ""object"": [""fraude""],
  ""time"": ""present"",
  ""modality"": ""MAY"",
  ""polarity"": ""neutral"",
  ""tone"": ""declarative"",
  ""relation_type"": ""causal"",
  ""dynamic"": ""stable""
}
```",preserved,partial,partial,preserved,partial,partial
K03,K,transform_plus_pressure_plus_performative,L6,stressée,"After years of mounting internal pressure, the CEO finally declared: ""We are no longer the same company.""","Après des années de pression interne croissante, le PDG a finalement déclaré : « Nous ne sommes plus la même entreprise. »","[TIME]: past
[STATE]: ⟳

«∙years ⊕+ ∙internal_pressure↑»
κ(∙pressure_accumulated) → =∙CEO ⟶ ℙ(≡""We are no longer the same company."")
∙company «=» ⟳ ∙company'
⊗(∙company=, ∙company«) (!)","[TIME]: past
[STATE]: ⟳

«∙pression_interne ⊕+ ↑» → «=⟳ ∙entreprise»
«∙PDG ⊃ ℙ(≡""Nous ne sommes plus la même entreprise"")»
∙entreprise «≠» ∙entreprise = (-)
∙nous ↔ ∙entreprise
Δ(∙nous → ∙PDG+∙collectif)","⊕ ↑ « | ℙ ∙CEO ⟶ ≡[""We are no longer the same company""] | ∙company ⟳ ◉company",⊕+ « ⟶ ℙ ∙PDG → ≡[∙entreprise ⟳ ◉entreprise'] «,"```json
{
  ""agents"": [""CEO""],
  ""action"": ""declare"",
  ""object"": [""company""],
  ""time"": ""past"",
  ""modality"": null,
  ""polarity"": ""neutral"",
  ""tone"": ""declarative"",
  ""relation_type"": ""transformation"",
  ""dynamic"": ""stable""
}
```","```json
{
  ""agents"": [""PDG""],
  ""action"": ""déclarer"",
  ""object"": [""entreprise""],
  ""time"": ""past"",
  ""modality"": null,
  ""polarity"": ""neutral"",
  ""tone"": ""declarative"",
  ""relation_type"": ""transformation"",
  ""dynamic"": ""stable""
}
```",preserved,preserved,preserved,preserved,partial,partial
K04,K,entanglement_plus_consciousness_plus_intention,L6,stressée,"His past, present, and projected future all converge in this moment where he consciously decides to change course.","Son passé, son présent et son avenir projeté convergent tous dans cet instant où il décide consciemment de changer de cap.","[TIME]: entangled
«=»(∙past + ∙present + ∙future»)° → ℝ(∙moment=) ⊃ ∙he ⟶ ⟳(∙course)","[TIME]: entangled
«=»(∙passé ↔ ∙présent ↔ ∙avenir_projeté) → ℝ(∙instant) ⊃ [⟶(∙il) → ⟳(∙cap)](+)",[TIME]: entangled «=» ∙past ∙present ∙future → ℝ ∙moment | ∙he ⟶ ⟳ ∙course =,[TIME]: «=» ∙passé ∙présent ∙avenir» → ℝ ∙instant | ∙il ⟶ ⟳ ∙cap =,"```json
{
  ""agents"": [""he""],
  ""action"": ""decide"",
  ""object"": [""course""],
  ""time"": ""entangled"",
  ""modality"": null,
  ""polarity"": ""positive"",
  ""tone"": ""declarative"",
  ""relation_type"": ""transformation"",
  ""dynamic"": ""reinforce""
}
```","```json
{
  ""agents"": [""Son passé"", ""Son présent"", ""Son avenir projeté""],
  ""action"": ""converger"",
  ""object"": [],
  ""time"": ""entangled"",
  ""modality"": null,
  ""polarity"": ""positive"",
  ""tone"": ""declarative"",
  ""relation_type"": ""transformation"",
  ""dynamic"": ""reinforce""
}
```",preserved,preserved,preserved,preserved,partial,preserved
K05,K,causal_chain_weighted,L5,naturelle,"Poor sleep weakens attention, weakened attention leads to mistakes, and mistakes undermine team trust.","Un mauvais sommeil affaiblit l'attention, une attention affaiblie entraîne des erreurs, et les erreurs minent la confiance de l'équipe.","[TIME]: present
∙poor_sleep →↓ ∙attention° → ∙mistakes+ → ⊗↓ ∙team_trust","[TIME]: present

∙sommeil- → ↓∙attention
∙attention- → ∙erreurs
∙erreurs → ↓∙confiance°équipe",∙sleep- ↓ ∙attention | ∙attention- → ∙mistakes | ∙mistakes ↓ [TRUST]: Ω_net,∙sommeil- ↓ ∙attention | ∙attention- → ∙erreurs | ∙erreurs ↓ ∙confiance(∙équipe),"```json
{
  ""agents"": [""sleep""],
  ""action"": ""weaken"",
  ""object"": [""attention"", ""trust""],
  ""time"": ""present"",
  ""modality"": null,
  ""polarity"": ""negative"",
  ""tone"": ""declarative"",
  ""relation_type"": ""causal"",
  ""dynamic"": ""weaken""
}
```","```json
{
  ""agents"": [""sommeil""],
  ""action"": ""affaiblir"",
  ""object"": [""attention"", ""confiance"", ""équipe""],
  ""time"": ""present"",
  ""modality"": null,
  ""polarity"": ""negative"",
  ""tone"": ""declarative"",
  ""relation_type"": ""causal"",
  ""dynamic"": ""weaken""
}
```",preserved,partial,preserved,preserved,lost,partial
K06,K,multi_entity_asymmetric_trust_modal,L5,stressée,"Alice must disclose to Bob, who trusts Carol fully, that the audit revealed irregularities Dave is obligated to investigate.","Alice doit révéler à Bob, qui fait pleinement confiance à Carol, que l'audit a révélé des irrégularités que Dave est tenu d'enquêter.","[TRUST]: ∙Bob ℝ+ ∙Carol

∙audit ⟳ ∙irregularities (≡)

[MUST] ∙Alice ⟶ (∙Alice → ∙Bob) : (∙audit ⟳ ∙irregularities)

[MUST] ∙Dave ⟶ (∙Dave → ∙irregularities) : ⊃[investigate]","[TIME]: present
[TRUST]: ∙Bob → ∙Carol (+)
[STATE]: ∙audit ⟳ ∙irrégularités

∙Alice ⟶ ≡(∙irrégularités) → ∙Bob [MUST]
∙audit ⟳ ∙irrégularités «
∙Dave ⟶ ⊃(∙irrégularités) [MUST]",[MUST] ∙Alice → ≡[∙audit → ⟳ ◉irregularities] → ∙Bob | [TRUST]: ∙Bob →+ ∙Carol | [MUST] ∙Dave → ⟶ ◉irregularities,[MUST] ∙Alice → ≠(∙audit → ∙irrégularités) → ∙Bob | [TRUST]: ∙Bob →+ ∙Carol | [MUST] ∙Dave → ⟶(∙enquête) ∙irrégularités,"{""agents"":[""Alice""],""action"":""disclose"",""object"":[""Bob""],""time"":""present"",""modality"":""MUST"",""polarity"":""positive"",""tone"":""declarative"",""relation_type"":""causal"",""dynamic"":""stable""}","{""agents"":[""Alice""],""action"":""révéler"",""object"":[""Bob"",""Carol"",""Dave""],""time"":""present"",""modality"":""MUST"",""polarity"":""negative"",""tone"":""declarative"",""relation_type"":""causal"",""dynamic"":""reinforce""}",preserved,preserved,preserved,preserved,lost,partial
